title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
"Following DR Congo murder trial, UN calls for death penalty moratorium to remain",https://news.un.org/en/story/2022/02/1111032,2022-02-01 12:00:00+00:00,Africa,"Following a verdict in the case of the brutal murder of two its experts in the Democratic Republic of the Congo (DRC) nearly five years ago, the UN on Tuesday urged authorities to uphold their moratorium on the death penalty.",CD,Africa,Africa,2383,0.537,0.463,0.0,-0.9118,0.4679218,0.5234124,0.008665846,negative,neutral
Guterres asks for immediate cessation of hostilities in Ethiopia,https://news.un.org/en/story/2022/02/1111022,2022-02-01 12:00:00+00:00,Africa,"The United Nations’ Secretary-General on Tuesday made the “strongest possible appeal” for all parties in Ethiopia to immediately end the fighting in Tigray and other areas, in the spirit of the General Assembly’s Olympic Truce which began just a few days ago.",Ethiopia,Africa,Africa,2384,0.279,0.721,0.0,-0.4767,0.17942119,0.79317474,0.027404102,negative,neutral
‘Window of opportunity’ for unity opens in Myanmar,https://news.un.org/en/story/2022/01/1110952,2022-01-31 12:00:00+00:00,Asia Pacific,"One year on from Myanmar’s military coup, violence and brutality has only intensified, but “a window of opportunity” does exist, “to build upon a unique unity across religious, ethnic, and communal lines”, the UN’s top envoy for the country said on Monday.",Myanmar,Asia Pacific,Asia Pacific,2385,0.0,1.0,0.0,0.0,0.005772709,0.5009064,0.49332088,neutral,neutral
UN Lebanon mission becomes pioneer in gender-sensitive peacekeeping,https://news.un.org/en/story/2022/01/1110932,2022-01-31 12:00:00+00:00,Middle East,"The Interim Force in Lebanon (UNIFIL) is taking advantage of a new initiative, to become the first UN peacekeeping mission to provide gender-sensitive housing and invest in better working conditions for women peacekeepers serving there.",Lebanon,Middle East,Middle East,2386,0.0,0.7,0.3,0.4588,0.013119842,0.6444721,0.34240803,positive,neutral
"‘No alternative to diplomacy’ in Ukraine crisis, Security Council hears",https://news.un.org/en/story/2022/01/1110912,2022-01-31 12:00:00+00:00,Europe,"Following weeks of heightened tensions around Ukraine, with reports that Russia has been deploying more than 100,000 troops and heavy weapons close to its border, the United Nations’ Security Council held its first meeting to discuss ways of de-escalating the crisis on Monday.",UA,Europe,Europe,2387,0.283,0.552,0.166,-0.4019,0.35528722,0.628625,0.016087864,negative,neutral
Myanmar: Voices of the people must be ‘heard and amplified’,https://news.un.org/en/story/2022/01/1110892,2022-01-30 12:00:00+00:00,,"As Myanmar nears the first anniversary of the military coup that saw the arrest of national icon Aung San Suu Kyi and her civilian government dissolved, the UN chief said on Sunday that he stands in “solidarity with the people”, and for a return to an inclusive, democratic society.",Myanmar,Asia Pacific,Asia Pacific,2388,0.0,1.0,0.0,0.0,0.06605943,0.7919522,0.14198837,neutral,neutral
"Team from UN Mission in Colombia attacked, vehicles torched",https://news.un.org/en/story/2022/01/1110872,2022-01-28 12:00:00+00:00,Americas,"The UN Mission in Colombia was the target of an attack on Thursday, when three vehicles that were part of a joint expedition travelling through a remote area, were approached by armed individuals, although nobody was ultimately injured during the incident.",Colombia,Americas,Americas,2389,0.273,0.727,0.0,-0.4588,0.8135911,0.18165536,0.004753498,negative,negative
UN envoy on ‘good offices mission’ to Burkina Faso,https://news.un.org/en/story/2022/01/1110862,2022-01-28 12:00:00+00:00,Africa,A UN envoy will travel to Burkina Faso over the weekend on a “good offices mission” in the wake of the military coup last Sunday.,Burkina Faso,Africa,Africa,2390,0.0,1.0,0.0,0.0,0.027753016,0.8647125,0.10753444,neutral,neutral
Yemen: Call for independent probe into deadly prison airstrikes,https://news.un.org/en/story/2022/01/1110842,2022-01-28 12:00:00+00:00,Middle East,"Airstrikes last week by the Saudi-led coalition in Yemen that hit a detention facility in the northern city of Sa’ada, killed some 91 people and injured dozens more, the UN human rights office, OHCHR, said on Friday, citing preliminary figures.",YE,Middle East,Middle East,2391,0.292,0.708,0.0,-0.5106,0.3899697,0.59687567,0.013154646,negative,neutral
"‘Urgent, renewed effort’ needed to restore civilian rule in Myanmar: Bachelet",https://news.un.org/en/story/2022/01/1110792,2022-01-28 12:00:00+00:00,Asia Pacific,"UN human rights chief Michelle Bachelet appealed on Friday for the international community to intensify pressure on Myanmar’s military to stop its campaign of violence against citizens, and to insist on the prompt return to civilian rule, almost one year after seizing power in a coup.",Myanmar,Asia Pacific,Asia Pacific,2392,0.0,0.82,0.18,0.296,0.052599635,0.86134535,0.086054936,positive,neutral
Griffiths to Security Council: ‘Your responsibility is not over’ to Syrian people,https://news.un.org/en/story/2022/01/1110772,2022-01-27 12:00:00+00:00,Middle East,"The UN and its partners need to reach more Syrians with immediate life-saving aid, the UN relief chief warned the Security Council on Thursday, calling for expanded access and more funds to sustain humanitarian operations, as the country struggles with an uptick in violence, deepening economic crisis, and a winter storm that has left a ‘trail of destruction’ in its wake.",SY,Middle East,Middle East,2393,0.0,0.821,0.179,0.34,0.15058163,0.8221866,0.027231708,positive,neutral
Military solution for Syria remains 'an illusion': Pedersen,https://news.un.org/en/story/2022/01/1110662,2022-01-26 12:00:00+00:00,Middle East,"With no shifts in the frontlines in almost two years, the UN Special Envoy for Syria warnedt he Security Council about “a strategic stalemate” in the nearly 11-year-old war.",SY,Middle East,Middle East,2394,0.0,0.753,0.247,0.3182,0.4276019,0.5532292,0.019168947,positive,neutral
‘We cannot abandon the people of Afghanistan’ Guterres tells Security Council,https://news.un.org/en/story/2022/01/1110622,2022-01-26 12:00:00+00:00,Asia Pacific,"With Afghanistan “hanging by a thread” six months after the Taliban takeover, the world cannot abandon the country now – for the sake of its people and overall global security, UN Secretary-General António Guterres told the Security Council on Wednesday.",Afghanistan,Asia Pacific,Asia Pacific,2395,0.0,0.652,0.348,0.5867,0.29621556,0.6702493,0.033535145,positive,neutral
"Pledge to ‘never forget’ the Holocaust, Guterres tells synagogue ceremony",https://news.un.org/en/story/2022/01/1110542,2022-01-25 12:00:00+00:00,Global,"People everywhere must stand firm against hate, amid rising antisemitism and other forms of religious bigotry, UN Secretary-General António Guterres said on Tuesday.",Unknown,Unknown,Global,2396,0.0,1.0,0.0,0.0,0.33420044,0.6240244,0.041775122,neutral,neutral
January will ‘almost certainly’ shatter records for civilian casualties in Yemen,https://news.un.org/en/story/2022/01/1110552,2022-01-25 12:00:00+00:00,Asia Pacific,"Violence in Yemen continues to escalate, raising casualties and spilling across the war-torn country’s borders, the Special Envoy for the country and the Humanitarian Coordinator warned on Tuesday.",YE,Middle East,Asia Pacific,2397,0.0,1.0,0.0,0.0,0.572103,0.40906844,0.018828545,neutral,negative
More than 50 million worldwide hit by urban conflict,https://news.un.org/en/story/2022/01/1110522,2022-01-25 12:00:00+00:00,,"Opening a Security Council debate on how to protect civilians caught up in urban conflict,the UN Secretary-General on Tuesday said that more than 50 million people are currently impacted by fighting inside towns and cities.",Unknown,Unknown,Unknown,2398,0.223,0.777,0.0,-0.3182,0.8107257,0.1821861,0.007088209,negative,negative
UN mission calls for probe into deadly attack in South Sudan,https://news.un.org/en/story/2022/01/1110512,2022-01-25 12:00:00+00:00,Africa,"Authorities in South Sudan must investigate a report of deadly intercommunal violence in Jonglei State earlier this week, the UN mission in the country, UNMISS, said on Tuesday.",South Sudan,Africa,Africa,2399,0.237,0.763,0.0,-0.4767,0.407632,0.58021206,0.012155979,negative,neutral
Bachelet deplores military coup in Burkina Faso,https://news.un.org/en/story/2022/01/1110482,2022-01-25 12:00:00+00:00,Africa,"UN human rights chief Michelle Bachelet deeply deplores this week’s military takeover in Burkina Faso, her office, OHCHR, said on Tuesday.",Burkina Faso,Africa,Africa,2400,0.0,1.0,0.0,0.0,0.6741977,0.31746683,0.008335518,neutral,negative
UN chief calls for Olympic Truce to build ‘culture of peace’ through sport,https://news.un.org/en/story/2022/01/1110462,2022-01-24 12:00:00+00:00,Global,"Secretary-General António Guterres is urging the world to “build a culture of peace” through the power of sport, calling for nations to observe the Olympic Truce, endorsed last week through a resolution of the UN General Assembly.",Unknown,Unknown,Global,2401,0.0,1.0,0.0,0.0,0.017315252,0.6384268,0.34425795,neutral,neutral
Guterres calls on Burkina Faso coup leaders to ‘lay down their arms’,https://news.un.org/en/story/2022/01/1110452,2022-01-24 12:00:00+00:00,Africa,"Following Sunday’s coup in Burkina Faso carried out by sections of the armed forces, the United Nations’ Secretary-General is following the developments in the landlocked West African nation with deep concern.",Burkina Faso,Africa,Africa,2402,0.0,1.0,0.0,0.0,0.25703606,0.72193176,0.021032145,neutral,neutral
"Unified Libya will come only via ballot box, ‘not the gun’, Security Council hears",https://news.un.org/en/story/2022/01/1110422,2022-01-24 12:00:00+00:00,Africa,"Libya is at a “delicate and fragile juncture in its path to unity and stability”, the UN Political Affairs chief told the Security Council on Monday, urging the international community to remain united in supporting national elections postponed last month.",Libya,Africa,Africa,2403,0.0,0.706,0.294,0.6124,0.13395213,0.81860673,0.047441117,positive,neutral
"Yemen: UN mission warns of ‘devastating’ loss of life, as Guterres condemns coalition airstrikes",https://news.un.org/en/story/2022/01/1110312,2022-01-21 12:00:00+00:00,Asia Pacific,"The UN chief has condemned airstrikes launched early on Friday by the Saudi-led coalition battling Houthi rebels in Yemen, that struck a detention centre in the rebel-held city of Saada, which have left at least 60 dead, and more than hundred injured.",YE,Middle East,Asia Pacific,2404,0.389,0.611,0.0,-0.7184,0.7134683,0.27811635,0.0084152855,negative,negative
Top UN Colombia official calls for greater implementation of historic peace accord,https://news.un.org/en/story/2022/01/1110212,2022-01-20 12:00:00+00:00,Americas,"Five years after its signing, the Final Peace Agreement in Colombia is setting down ever deeper roots, the Special Representative for the country told the Security Council on Thursday, as he called on the Government, political parties, former combatants and Colombians across the diverse South American nation, to intensify implementation of the landmark 2016 accord ahead of Congressional elections.",Colombia,Americas,Americas,2405,0.0,0.536,0.464,0.7783,0.013406019,0.74830157,0.23829243,positive,neutral
Young people must have ‘a seat at the table’ in peace efforts: Guterres,https://news.un.org/en/story/2022/01/1110142,2022-01-20 12:00:00+00:00,Global,"Although young people have been at the forefront of efforts to build and sustain peace, opportunities for them to make a meaningful contribution remain insufficient, UN Secretary-General António Guterres said on Thursday.",Unknown,Unknown,Global,2406,0.0,0.774,0.226,0.5423,0.04839149,0.7200886,0.23151997,positive,neutral
UNRWA condemns demolition of Palestinian home in East Jerusalem,https://news.un.org/en/story/2022/01/1110152,2022-01-20 12:00:00+00:00,Middle East,"The UN agency that supports Palestinian refugees, UNRWA, on Thursday urged Israeli to immediately halt all evictions and demolitions in the West Bank, including East Jerusalem, after an entire family was forced out of their long-term home the previous day.",Palestine,Middle East,Middle East,2407,0.292,0.708,0.0,-0.5106,0.68114984,0.31151602,0.0073341946,negative,negative
